operator,name,provincia,addr:city,addr:street,addr:housenumber,lon,lat,addr:postcode,chiusura,note1,note2
TIRRENO INSIEME SRL,CONAD,RM,Roma,Piazza Ottaviano Vimercati,55,12.5241434,41.9581144,00139,MAI,,
TIRRENO INSIEME SRL,CONAD,RM,Roma,Via Matera,5,12.5179759,41.8831013,00182,MAI,,
TIRRENO INSIEME SRL,CONAD CITY,RM,Roma,Via Sebastiano Ziani,41974,,,00136,MAI,,
TIRRENO INSIEME SRL,SUPERSTORE,RM,Roma,Via Tito,15,12.4869757,41.8544841,00145,MAI,,
TIRRENO INSIEME SRL,CONAD CITY,RM,Roma,Via Migiurtinia,55,12.5218511,41.9302901,00199,MAI,,
TIRRENO INSIEME SRL,CONAD,RM,Roma,Via Giuseppe Belardinelli,SNC,12.3797625,42.0193727,00123,MAI,,
TIRRENO INSIEME SRL,CONAD,RM,Roma,Viale Somalia,275,12.5124388,41.9355515,00199,MAI,,
TIRRENO INSIEME SRL,CONAD,RM,Roma,Via Ostiense,361,12.4774525,41.85356,00146,MAI,,
TIRRENO INSIEME SRL,CONAD,RM,Roma,Via Di Castel Di Leva,SNC,12.5220245,41.7850642,00134,MAI,,
TIRRENO INSIEME SRL,SUPERSTORE,RM,Roma,Via Arola,55,12.3824549,41.9310729,00166,MAI,,
TIRRENO INSIEME SRL,CONAD CITY,RM,Roma,Piazza Dell'Indipendenza,28,12.50247900915856,41.90436605,00185,MAI,,
TIRRENO INSIEME SRL,CONAD CITY,RM,Roma,Via Dei Liguri,43709,12.517184,41.8954173,00185,MAI,,
TIRRENO INSIEME SRL,SUPERSTORE,RM,Roma,Via Dei Sampieri,SNC,12.4160896,41.85215,00148,MAI,,
TIRRENO INSIEME SRL,SAPORI E DINTORNI,RM,Roma,Piazza Dei Cinquecento,SNC,12.4999429,41.900755,00185,MAI,STAZIONE TERMINI,
TIRRENO INSIEME SRL,CONAD,RM,Roma,Via Buonarroti,8B-14A,12.5019323,41.8932491,00185,MAI,,
TIRRENO INSIEME SRL,CONAD,RM,Roma,Viale Kant,289,12.553287000000001,41.93570735,00156,MAI,,
TIRRENO INSIEME SRL,CONAD,RM,Roma,Viale Di Trastevere,62/65,12.4720747,41.886744,00153,MAI,,
TOM SRL,TIME OUT FOOD E CLUB,RM,Roma,Via Cristoforo Colombo,112,12.4945725,41.8571439,00147,DOMENICA,,
TOMEI'S CAFE SRL,GRAN CAFE VISCONTI,RM,Roma,Via Ennio Quirino Visconti,71,12.4696771,41.9075874,00193,DOMENICA,,
TOPA SNC DI TOPA DANIELE E PIETRO,CIBARE,RM,Roma,Via Taranto,144,12.517281,41.8840145,00182,DOMENICA,,
TORRE ANGELA CARNI SRL,IPERCARNI,RM,Roma,Via Del Torraccio Di Torrenova,222,12.6278951,41.8666194,00133,MAI,,
TORREFAZIONE ADRIATICA DEI F.LLI BERTINI SNC,TORREFAZIONE ADRIATICA,RM,Roma,Viale Adriatico,1/C/F,12.536697,41.9420685,00141,DOMENICA,,
TORTORA SALVATORE E FIGLI SNC,TORTORA BAR,RM,Roma,Via Guido D'arezzo,17/25/29,12.4942049,41.9202543,00198,DOMENICA,,
TORTORA SALVATORE E FIGLI SNC,RISTORANTE TORTORA,RM,Roma,Via Guido D'arezzo,25,12.4942049,41.9202543,00198,SABATO E DOMENICA,,
TOYA 1 SRLS,GU GRAN CAFFE BAR,RM,Roma,Via Portuense,96,12.467625,41.8773107,00153,MAI,,
TOZZI EMANUELA,NICE PIZZA,RM,Roma,Via Laurentina,623,12.4850172,41.8144018,00143,LUNEDI',,
TRASTEVERE MARKET SRL,CONAD MARKET,RM,Roma,Viale Di Trastevere,62/64,12.4720747,41.886744,00153,MAI,,
TRATTORIA DA SILVAN SRLS,TRATTORIA DA SILVAN,RM,Roma,Largo Eduardo Talamo,6,12.5167571,41.8946976,00185,MAI,,
TRE EFFE 94 SRL,LE BON BOULANGER,RM,Roma,Via Collalto Sabino,25,12.5174002,41.9310987,00199,MARTEDI',,
TRENTINO SNC,TRENTINO,RM,Roma,Via Giuseppe Sacconi,23/25,12.4667269,41.9308738,00196,DOMENICA,,
TREPPI' SRL,TRE P GASTRONOMIA,RM,Roma,Via Montebello,39,12.4999646,41.90539,00185,DOMENICA,,
TRISP SRL,SPACE PIZZA,RM,Roma,Via Carlo Citerni,18,12.4931446,41.8679018,00154,DOMENICA,,
TURCHETTI CLAUDIO,ALIMENTARI TURCHETTI,RM,Roma,Via Casilina,1840,12.6637961,41.8643865,00132,DOMENICA,,
TUSCOGEST SRL,CONAD SUPERMERCATO,RM,Roma,Via Tuscolana,881,12.5498634,41.8634222,00174,MAI,,
TUSCOGEST SRL,CONAD,RM,Roma,Piazza Vittorio Bottego,47,12.4782958,41.8744585,00154,MAI,,
U.GIULIANI SRL,CAFFE PASTICCERIA GIULIANI,RM,Roma,Via Volturno,60,12.425598,41.6551496,00185,MAI,,
UN ANGOLO DI SICILIA SNC,L'ANGOLO DI SICILIA,RM,Roma,Via Dardanelli,19,12.4571501,41.9177748,00195,DOMENICA,,
UNICO SRL,IPER TRISCOUNT SUPERMERCATO,RM,Roma,Via Don Primo Mazzolari,181,12.670297,41.9000359,00132,MAI,,
UNIVERSITA DELLA PIZZA SRLS,UNIVERSITA DELLA PIZZA,RM,Roma,Piazza Antonio Mancini,1,12.4641365,41.9305939,00196,DOMENICA,,
UNO PUNTO ZERO SRL,UNO PUNTO ZERO,RM,Roma,Via Quintino Sella,34,12.4957291,41.9076898,00187,SABATO E DOMENICA,,
VALE JULIA SNC DI RICCUCCI V E C.,ALICE PIZZA,RM,Roma,Via Di San Basilio,56,12.4899708,41.9051604,00187,DOMENICA,,
VALERIA RELLA,MORDI E FUGGI PIZZERIA,RM,Roma,Viale Paolo Orlando,21,12.2883699,41.7300756,00122,MAI,,
VALMUR SAS DI TURLI LOREDANA,DANY'S BAR,RM,Roma,Viale Europa,123/125,12.466426,41.8318327,00144,DOMENICA,,
VANNI SRL,VANNI,RM,Roma,Via Col Di Lana,10,12.463406,41.9174907,00195,MAI,,
VELTRI ANTONIO,PIZZERIA,RM,Roma,Via Casilina,489,12.5422337,41.8802089,00177,DOMENICA,,
VEO SRL,CAFFE' TERME,RM,Roma,Via Vittorio Emanuele Orlando,82,12.4957243,41.9031408,00185,MAI,,
VEROLI SRL,PUNTO SIMPLY,RM,Roma,Via Veroli,25,12.5589645,41.891751,00171,DOMENICA,,
VISTA MARE SRL,OSTERIA MARE,RM,Roma,Viale Regina Margherita,225,12.5053302,41.9140578,00198,LUNEDI',,
VITIELLO CIRO,PIZZA HOUSE,RM,Roma,Via Franco Mezzadra,81/83,12.2700365,41.7343999,00121,MARTEDI',,
VITTORIA SRL,TATA' RISTORANTE PIZZERIA,RM,Roma,Piazza Guglielmo Marconi,11,12.4705265,41.8335959,00144,MAI,,
VITTUCCI FABRIZIO SAS,RISTORANTE DA GIOVANNI DAL 1948,RM,Roma,Via Antonio Salandra,1,12.4955028,41.9058332,00187,DOMENICA,,
VIVENDA SPA,VIVENDA,RM,Roma,Via Columbia,1,12.620885756285112,41.8525221,00133,MAI,INTERNO AL POLO UNIVERSITARIO LETTERE E FILOSOFIA,
VIVENDA SPA,INVITALIA,RM,Roma,Via Pietro Boccanelli,11293,12.5038261,41.9437276,00138,SABATO E DOMENICA,,
VIZI E SFIZI SAS DI CERINI D. &  C.,VIZI E SFIZI,RM,Roma,Via Carlo Del Greco,40/4,12.2904375,41.7335514,00122,MERCOLEDI',,
VM SUPERMERCATI SRL,PAM LOCAL,RM,Roma,Via Emanuele Filiberto,180A/B/C,,,00185,MAI,,
VOY CORPORATION SRL,VERO FOOD AND SMILES,RM,Roma,Via Marcantonio Colonna,30,12.4671275,41.9094875,00192,MAI,,
WILLY BAR SRL,WILLY BAR,RM,Roma,Via Cesare Pascarella,50,12.4673869,41.8766864,00153,MAI,,
YACOPO QUARCHIONI,YO,RM,Roma,Via Giosuè Carducci,24,12.4930477,41.9058458,00187,SABATO E DOMENICA,,
Z E J HEALTHY CAFFE DI ZHOU YIFAN SAS,NEAPOLIS CAFFE,RM,Roma,Via Agostino Depretis,71/74,12.4962251,41.8988616,00184,DOMENICA,,
ZEROCENTO CAFE' SRL,ZEROCENTO CAFE,RM,Roma,Viale Dell'Arte,20,12.4755924,41.8319658,00144,MAI,,
ZIETTO17 SRLS,M'ARRICRIAI TIPICO SICILIANO,RM,Roma,Via Silvio Pellico,22,12.4599877,41.9127526,00195,MAI,,
